1.130291213996284938e+02,7.588410103970696809e+02,3.586496762610302085e+03,1.090795394647848298e+04,2.101910038954489937e+04,2.540033751157404186e+04,1.905642818566879941e+04,9.169690672135744535e+03,4.036521398483893790e+03,6.053103681029346262e+03,8.949846002744612633e+03,5.821419270448426687e+03,3.610359304632932435e+03,7.532281212999107083e+03,1.421918368237006507e+04,1.718898212581523694e+04,1.293011963433487836e+04,6.111273449667133718e+03,1.899758979125614587e+03,3.767106346870742186e+02
1.130291213996283375e+02,7.588410103970700220e+02,3.586496762610282076e+03,1.090795394647848298e+04,2.101910038954488846e+04,2.540033751157404186e+04,1.905642818566880305e+04,9.169690672135744535e+03,4.036521398483893790e+03,6.053103681029346262e+03,8.949846002744612633e+03,5.821419270448426687e+03,3.610359304632932435e+03,7.532281212999103445e+03,1.421918368237005780e+04,1.718898212581523694e+04,1.293011963433502751e+04,6.111273449667135537e+03,1.899758979125614815e+03,3.767106346870668858e+02
1.130291213996285506e+02,7.588410103970525142e+02,3.586496762610297992e+03,1.090795394647848843e+04,2.101910038954474294e+04,2.540033751157405277e+04,1.905642818566879578e+04,9.169690672135744535e+03,4.036521398483893790e+03,6.053103681029346262e+03,8.949846002744612633e+03,5.821419270448426687e+03,3.610359304632933345e+03,7.532281212999107083e+03,1.421918368237006507e+04,1.718898212581523694e+04,1.293011963433484561e+04,6.111273449667133718e+03,1.899758979125617088e+03,3.767106346870392031e+02
1.130291213996253106e+02,7.588410103970699083e+02,3.586496762610212500e+03,1.090795394647848298e+04,2.101910038954474294e+04,2.540033751157392180e+04,1.905642818566879214e+04,9.169690672135744535e+03,4.036521398483893790e+03,6.053103681029346262e+03,8.949846002744610814e+03,5.821419270448426687e+03,3.610359304632932435e+03,7.532281212999107083e+03,1.421918368237005598e+04,1.718898212581523694e+04,1.293011963433502751e+04,6.111273449667133718e+03,1.899758979125614587e+03,3.767106346870669427e+02
1.130291213996285222e+02,7.588410103970700220e+02,3.586496762610262977e+03,1.090795394647866488e+04,2.101910038954493211e+04,2.540033751157405641e+04,1.905642818566880669e+04,9.169690672135744535e+03,4.036521398483893336e+03,6.053103681029346262e+03,8.949846002744612633e+03,5.821419270448426687e+03,3.610359304632932435e+03,7.532281212999107083e+03,1.421918368237006507e+04,1.718898212581523694e+04,1.293011963433502751e+04,6.111273449667133718e+03,1.899758979125615724e+03,3.767106346870664879e+02
1.130291213996285506e+02,7.588410103970700220e+02,3.586496762610297992e+03,1.090795394647848298e+04,2.101910038954473930e+04,2.540033751157404549e+04,1.905642818566878850e+04,9.169690672135744535e+03,4.036521398483890152e+03,6.053103681029346262e+03,8.949846002744612633e+03,5.821419270448426687e+03,3.610359304632932435e+03,7.532281212999107083e+03,1.421918368237006325e+04,1.718898212581523330e+04,1.293011963433502751e+04,6.111273449667132809e+03,1.899758979125614815e+03,3.767106346870668858e+02
1.130291213996285222e+02,7.588410103970701357e+02,3.586496762610302994e+03,1.090795394647848116e+04,2.101910038954474294e+04,2.540033751157391089e+04,1.905642818566861388e+04,9.169690672135744535e+03,4.036521398483893790e+03,6.053103681029346262e+03,8.949846002744614452e+03,5.821419270448426687e+03,3.610359304632933345e+03,7.532281212999103445e+03,1.421918368237006143e+04,1.718898212581523694e+04,1.293011963433503115e+04,6.111273449667134628e+03,1.899758979125616634e+03,3.767106346870731386e+02
1.130291213996285364e+02,7.588410103970695673e+02,3.586496762610281621e+03,1.090795394647865942e+04,2.101910038954488846e+04,2.540033751157404186e+04,1.905642818566880305e+04,9.169690672135744535e+03,4.036521398483893790e+03,6.053103681029346262e+03,8.949846002744612633e+03,5.821419270448426687e+03,3.610359304632932890e+03,7.532281212999103445e+03,1.421918368237005780e+04,1.718898212581523694e+04,1.293011963433502751e+04,6.111273449667134628e+03,1.899758979125614815e+03,3.767106346870668858e+02
1.130291213996262911e+02,7.588410103970700220e+02,3.586496762610237511e+03,1.090795394647848298e+04,2.101910038954474294e+04,2.540033751157385996e+04,1.905642818566862479e+04,9.169690672135731802e+03,4.036521398483893790e+03,6.053103681029346262e+03,8.949846002744612633e+03,5.821419270448426687e+03,3.610359304632933345e+03,7.532281212999107083e+03,1.421918368237001778e+04,1.718898212581523694e+04,1.293011963433502751e+04,6.111273449667135537e+03,1.899758979125615269e+03,3.767106346870679090e+02
1.130291213996276127e+02,7.588410103970695673e+02,3.586496762610212045e+03,1.090795394647848298e+04,2.101910038954474294e+04,2.540033751157385996e+04,1.905642818566861388e+04,9.169690672135744535e+03,4.036521398483893790e+03,6.053103681029346262e+03,8.949846002744614452e+03,5.821419270448426687e+03,3.610359304632932435e+03,7.532281212999107083e+03,1.421918368237006689e+04,1.718898212581523330e+04,1.293011963433488381e+04,6.111273449667134628e+03,1.899758979125617088e+03,3.767106346870651237e+02
1.130291213996285364e+02,7.588410103970635419e+02,3.586496762610211135e+03,1.090795394647848298e+04,2.101910038954474294e+04,2.540033751157385996e+04,1.905642818566861388e+04,9.169690672135629939e+03,4.036521398483893790e+03,6.053103681029345353e+03,8.949846002744614452e+03,5.821419270448426687e+03,3.610359304632932435e+03,7.532281212999107083e+03,1.421918368237000141e+04,1.718898212581509870e+04,1.293011963433486198e+04,6.111273449667133718e+03,1.899758979125617088e+03,3.767106346870670563e+02
1.130291213996285506e+02,7.588410103970700220e+02,3.586496762610206133e+03,1.090795394647848298e+04,2.101910038954474658e+04,2.540033751157385996e+04,1.905642818566861388e+04,9.169690672135744535e+03,4.036521398483893790e+03,6.053103681029346262e+03,8.949846002744614452e+03,5.821419270448426687e+03,3.610359304632932435e+03,7.532281212999107083e+03,1.421918368237006689e+04,1.718898212581509506e+04,1.293011963433486198e+04,6.111273449667134628e+03,1.899758979125616634e+03,3.767106346870688185e+02
1.130291213996285222e+02,7.588410103970697946e+02,3.586496762610262522e+03,1.090795394647848298e+04,2.101910038954474294e+04,2.540033751157385996e+04,1.905642818566879214e+04,9.169690672135744535e+03,4.036521398483893790e+03,6.053103681029346262e+03,8.949846002744612633e+03,5.821419270448426687e+03,3.610359304632932435e+03,7.532281212999103445e+03,1.421918368237006507e+04,1.718898212581523330e+04,1.293011963433502751e+04,6.111273449667133718e+03,1.899758979125616406e+03,3.767106346870668290e+02
