Solution Type,lambda,f1,f2,f3,Index in Pareto Front
Pareto Front Solution 215,2.3782053208387867e-07,0.0001665888886596599,0.09516720359059966,0.11962177329335273,215
Pareto Front Solution 216,2.639718309468674e-10,9.34776388837317e-06,0.7546350431528646,0.8674160912155716,216
Pareto Front Solution 217,4.754303879563281e-08,0.00013831055449855606,0.11992142396796825,0.20190090963773513,217
Pareto Front Solution 218,2.3695684339722137e-06,0.00011813360586121985,0.6650127928651051,0.156169146014764,218
Pareto Front Solution 219,8.737573627065386e-07,0.00013040383983439207,0.3358970216538007,0.15870715039950747,219
Pareto Front Solution 220,5.099768821301762e-07,0.00010579159976056291,0.37254689096837623,0.23357926664396145,220
Pareto Front Solution 221,3.8585066545978484e-08,2.8762047530042243e-05,0.6096031368893395,0.6249050890484709,221
Pareto Front Solution 222,3.562773478359397e-08,5.762819206298466e-05,0.3775872343229721,0.4387554294771794,222
Pareto Front Solution 223,1.1228389532107581e-06,6.286889479348309e-05,0.789086445834817,0.34972826956135894,223
Pareto Front Solution 224,1.4530294566700411e-07,0.0001176439410766446,0.1695285944812481,0.21322948587968232,224
Pareto Front Solution 225,0.0007377308860576431,0.060445909125786866,0.0006737564963948015,0.0014700254063026474,225
Pareto Front Solution 226,1.2684977023858444e-06,6.827316829527155e-05,0.7816901238938475,0.32198624657516,226
Pareto Front Solution 227,1.1796718703786489e-06,8.175167268547626e-05,0.6964519070244641,0.26361841072976583,227
Pareto Front Solution 228,4.70676441118962e-08,8.688231541952665e-05,0.2381825641803894,0.3050751011176769,228
Pareto Front Solution 229,0.033954405122793116,0.804929491605505,9.016777305313814e-06,0.0016375821303700072,229
Pareto Front Solution 230,9.865084704627667e-08,0.00010114851396943472,0.20100296230283654,0.2622179112285496,230
Pareto Front Solution 231,5.979199168876082e-08,8.054886214034622e-05,0.262617322154107,0.3284501740556975,231
Pareto Front Solution 232,5.974312864459003e-08,8.502991354937111e-05,0.2448636729168684,0.31295346078934305,232
Pareto Front Solution 233,5.206115375688004e-08,0.00011597748766069654,0.15735067129908523,0.23647194717083125,233
Pareto Front Solution 234,0.05563937456247258,0.8716272754248667,3.6843576567449095e-06,0.00108050516667359,234
Pareto Front Solution 235,1.8935138352268584e-06,0.0001303629178677489,0.525192639347081,0.1350240316972385,235
Pareto Front Solution 236,3.009600229650648e-06,1.4359232992892321e-05,0.9885009653994408,0.6257141192509061,236
Pareto Front Solution 237,0.06432127854466577,0.8870805601575726,2.8538215198731147e-06,0.0009575029506360143,237
Pareto Front Solution 238,0.07991946819035688,0.9071790105433769,1.9022400333220735e-06,0.0007882621228402507,238
Pareto Front Solution 239,3.970856539037207e-08,0.00017040038577052102,0.08707587825175181,0.1756817480712438,239
Pareto Front Solution 240,3.710793613655729e-08,5.662122240714231e-05,0.38290764807276495,0.4388564538095142,240
Pareto Front Solution 241,1.1651781999598392e-10,2.142794254331147e-06,0.8738176347469946,0.9341658440898938,241
Pareto Front Solution 242,1.1775943878847988e-07,0.00010504696134730188,0.19599573219778832,0.24919964686345852,242
Pareto Front Solution 243,0.03165574929783077,0.7935771425490027,1.0085369493811598e-05,0.0017215049130015997,243
Pareto Front Solution 244,0.002095004461426752,0.18726051371362448,0.0003342213676995171,0.002941571479523684,244
Pareto Front Solution 245,0.015030475853020265,0.6438356653134685,3.439347457234992e-05,0.0028841360585944195,245
Pareto Front Solution 246,4.592572605593644e-08,7.384027243755918e-05,0.2903181731005892,0.3472415729354492,246
Pareto Front Solution 247,0.0013285437372647605,0.11949044070923438,0.00047467742843538174,0.0016819536372349728,247
Pareto Front Solution 248,1.43729633050544e-06,7.405894763325465e-05,0.7746920074492128,0.2951730755450454,248
Pareto Front Solution 249,4.262469883297728e-10,2.0546669763285637e-05,0.6607861253116729,0.8109797664958974,249
Pareto Front Solution 250,0.0539578554516505,0.8681386502848454,4.264005968675051e-06,0.001161008516179172,250
Pareto Front Solution 251,3.323363489119243e-06,2.6809160437999698e-05,0.9789656619799478,0.5947133495916633,251
Pareto Front Solution 252,1.4653202297773401e-06,7.498069245449867e-05,0.773654828411995,0.291160953880766,252
Pareto Front Solution 253,6.01072040656595e-08,7.780161120569711e-05,0.2743799186977545,0.3387711686854493,253
Pareto Front Solution 254,0.006232317607395148,0.42377703208083806,0.0001138669666494355,0.004030178144240792,254
Pareto Front Solution 255,0.009170975927396616,0.5222020788566198,6.906521645871544e-05,0.0036278092637416107,255
Pareto Front Solution 256,0.01716511687763246,0.6741415365460641,2.7924085099618527e-05,0.0026592981114369934,256
Pareto Front Solution 257,0.0019634477393467636,0.17638094403558155,0.0003540784902290056,0.0027958053688150125,257
Pareto Front Solution 258,1.3624413843268205e-06,0.00013235913369803322,0.4226793795898529,0.1400806547671951,258
Pareto Front Solution 259,5.585393266663052e-08,7.232059023508616e-05,0.29830453470605994,0.358865748706586,259
Pareto Front Solution 260,2.0285799750826122e-06,0.00012489221307810243,0.5788009152791346,0.14336608482020488,260
Pareto Front Solution 261,0.007203676869699748,0.46048501205295,9.552012186501399e-05,0.003924002158946408,261
Pareto Front Solution 262,3.782691798041422e-08,6.049760882488865e-05,0.3598099914919513,0.4180072396960438,262
Pareto Front Solution 263,5.758335217484072e-07,0.00012233173131902952,0.30253873128044445,0.17771797984141807,263
Pareto Front Solution 264,0.02737628261174671,0.7684930328456605,1.2934035667243481e-05,0.0019229238910858626,264
Pareto Front Solution 265,8.046434358167976e-08,0.00015734063075862907,0.09082730293113543,0.1653502120149751,265
Pareto Front Solution 266,7.497009955833159e-08,8.984612509633609e-05,0.23096777571781674,0.29819911643929664,266
Pareto Front Solution 267,7.275272135530979e-08,0.00017772761076202364,0.07206157877673433,0.14741427419032807,267
Pareto Front Solution 268,4.083077582674833e-08,0.0001716838679254901,0.085254192099177,0.17170383930949099,268
