lambda,f1,f2,f3
0.039525173809057235,0.8415311835978,1.6760275619922666e-07,0.000257156371950455
0.018972597126633864,0.7182032167196679,6.105662354490653e-07,0.0004612426370784666
7.448261155446184e-07,0.00968568855915324,0.00638491616100498,0.07180217691684203
7.14876444527836e-08,0.0012731739055310222,0.338065469946069,0.5656197738298987
7.23940210776478e-07,0.010669452834392497,0.004909262147392732,0.06299210455967498
2.1191114453427253e-07,0.004389964176676023,0.04492080678614012,0.20492698531617004
1.5253457700066324e-07,0.003543322350172076,0.07122618704144305,0.259207792826959
1.3222635968904281e-07,0.0018086560968029095,0.21561862585829722,0.46284875306228007
9.811483045205318e-08,0.002567068998671342,0.13322492799439878,0.35330272088926584
0.0022135368769225236,0.23936098047852658,8.153255185226521e-06,0.0008905382662602832
3.227033796216482e-07,0.004123469795718657,0.050605989612758716,0.2167241147962294
0.004496135841574821,0.3814507365102757,4.21883768138543e-06,0.000874527065154128
0.0017577915977220835,0.20278824902724676,9.78929703805564e-06,0.0008816798329253266
1.6326848109521476e-07,0.002971487479561035,0.09751447141009809,0.3052736668296949
1.2890723466999714e-06,0.02011500066683399,0.0005380416313118156,0.019299502018241887
0.008486988700342929,0.5341110491610968,1.924701361037912e-06,0.0007084905059109934
2.387548784336051e-07,0.0034056902539644045,0.07465490782077733,0.26602693172728487
0.014431646578748457,0.6599068387440853,9.167162933960345e-07,0.0005443752401690569
2.639519497080234e-06,0.009873766734824195,0.00911679180307658,0.07121275948025899
8.047085288710593e-08,0.002389618796284482,0.15525446311157154,0.3778116671563072
6.839923127584366e-08,0.0014014146579679973,0.3094874007521033,0.5373505466027563
1.1071980283417128e-07,0.0017596111420154165,0.2248083346369276,0.46957581007161214
0.061493126096892704,0.8920971346888994,7.760911486846076e-08,0.00017864546879334055
0.01616357218094104,0.6847656332365483,7.550493895141189e-07,0.0005023426871538117
2.730360750894661e-05,0.03726358530238159,5.4155311456738796e-05,0.0026216191874035145
7.051123240785863e-08,0.0013521899745558357,0.31927470644767847,0.5478298367263575
0.009434729450046427,0.5599918146982519,1.6680352382786138e-06,0.0006768482339883658
0.018470147861331304,0.7127592709137258,6.113660047565443e-07,0.0004599706971506256
6.803824770498523e-08,0.0019650392900850784,0.21111385895720813,0.4372142430345331
0.005787108178628834,0.44062602275877133,3.1699512019427494e-06,0.0008217132372210687
0.00370130865317976,0.3384136295812855,5.073884074156265e-06,0.0008901571178761656
0.02889059476340102,0.7950985639524535,2.905138327646633e-07,0.00033145185013292697
0.0016333445342586286,0.19219423607300548,1.0536406151059633e-05,0.0008894508124470657
0.0011334862347736228,0.14687263282051782,1.3298179265182777e-05,0.0008655416948202124
1.0094017837263945e-07,0.0016825261276841386,0.23951437281151808,0.4840991496485814
6.49970081776489e-05,0.043756552844865015,3.946334605227598e-05,0.0018593631560949574
3.1679189964857416e-07,0.006926606802634665,0.015731056667726315,0.12074451785667499
0.022533891483282675,0.7516481324099206,4.4224692534079094e-07,0.00039997194600878796
1.0763041955381838e-06,0.007274322586689035,0.01483727582581889,0.1056563523193103
0.009117468281484716,0.5516510798910361,1.747803410213166e-06,0.0006872674493125576
0.00565684758229756,0.4351618975768378,3.1964273111560155e-06,0.0008196981843331424
0.01196494744922184,0.6169123683656711,1.1913966660278412e-06,0.0006010956303595451
0.0007456327603384463,0.10898305246470716,1.7235412984579938e-05,0.0008415231249162653
1.4685919345345752e-07,0.0015179826743126688,0.27243559743533025,0.5299713034950296
2.0678562889466885e-08,3.3710055253229563e-06,0.9978403512974177,0.9988479618421209
0.006547598198380198,0.47050981465309843,2.679732649478121e-06,0.0007812782900994839
0.0050102209943071055,0.4064348588292095,3.674831907921661e-06,0.0008466622443138764
0.0005431244710319887,0.08880473981801475,1.9733412617008285e-05,0.0008485299534901461
8.984607275538832e-08,0.0015814238349199877,0.2609351494018156,0.5033217807906005
0.006764945060906443,0.4784749046013374,2.575277280086183e-06,0.0007722977006065349
5.037052446638004e-07,0.006552332780107868,0.01749568041348343,0.12346400743091568
0.006230405562164964,0.45843708854430065,2.8471581688351143e-06,0.0007948521783026093
0.0018288488254787241,0.20871980778377555,9.490282288087175e-06,0.0008811357995826602
0.03665507354413784,0.8312013339944492,1.9181323367668096e-07,0.0002738698129805601
1.6631877023606343e-07,0.001984309719585813,0.18995378186267406,0.4362599675453073
0.00865013657952543,0.5387859328836999,1.8737189040042776e-06,0.0007024143619997567
4.664445396310005e-08,6.603756928645092e-06,0.994193849950988,0.9964057721691739
0.010404052530618612,0.583684526058769,1.4819171428547736e-06,0.0006519800373413912
0.007208172785339308,0.49402174659774034,2.4224031555757304e-06,0.000760707286418368
0.011730641972981333,0.6122626369582423,1.226208263756895e-06,0.0006075514665363972
9.074582584709638e-08,0.001347831636028295,0.31155816565351946,0.5545092271726225
2.71809711949638e-07,0.004581995861817847,0.04030487838686284,0.19402791206441836
0.006914075716599572,0.4838055362095772,2.5081701119346035e-06,0.0007663106186241284
5.916390302408431e-07,0.018782431640723577,0.0007644921210348246,0.025051706380484397
3.045271336310911e-07,0.004673799661969562,0.03846664760154459,0.18897149686873024
1.3929801238378983e-07,0.002850404053680826,0.10635531976492213,0.3180121488438613
0.010929768964987296,0.5955008656215399,1.3818695454832709e-06,0.0006360704680453901
0.0022837272206925763,0.24470233472839376,8.08442684953495e-06,0.0009013842935652141
0.30645555074230274,0.9763745638513351,3.5636088073832627e-09,3.93776512371932e-05
4.821659114148488e-07,0.007695128216840317,0.011770040221188396,0.10151758062087703
0.04116651869932822,0.8469050388962535,1.587362835915908e-07,0.00025082193128858534
1.1843973735927108e-07,0.0015719126488701312,0.2588851524231405,0.5077904165964189
0.0025473445085688,0.26409086128866777,7.229583775345157e-06,0.0009003790813333481
0.05280254242095675,0.876495041331013,1.0634560187638584e-07,0.00020788784140357753
7.780034044827211e-08,0.0020583540507431663,0.19231148971582215,0.42166891158405795
7.663131352254867e-08,0.001341391357271907,0.31814315674163696,0.5517381497508465
0.02199956853625348,0.7471455894808708,4.76992917420362e-07,0.00041441478741033674
1.6558114997235326e-07,0.0020504888199769835,0.18069098383699764,0.42464131305837005
0.024136240618458055,0.7642462830133775,4.087712047275173e-07,0.00038715580411961766
1.013029948604506e-07,0.0015927541641231684,0.2561164109644359,0.5019364102377128
0.0013013728104194309,0.16258624073707195,1.2368098933339564e-05,0.0008816410999748313
0.001924272832787195,0.21654476673112985,9.133676899099491e-06,0.0008809379932945846
3.844914889926861e-07,0.007095647299629575,0.014569223872428306,0.11505764609555975
0.03290632888569552,0.8155129296575493,2.3162204486486543e-07,0.00029880173905560715
0.03420641289278569,0.821285060828312,2.205768852426967e-07,0.0002923610170276973
0.009962364798086364,0.5732103912270485,1.5449593704144014e-06,0.0006594562199253462
1.8915556325601995e-07,0.005034134375122288,0.03434758830495263,0.17955438832678758
6.19917823208121e-08,0.0018269449025633338,0.23662996977720627,0.46014224084401456
1.3357807717880449e-05,0.032177704068246334,7.936159777908539e-05,0.003834448357173987
3.21186731771161e-07,0.006381394680680408,0.019006585591687088,0.13267252281775596
0.011519523872230701,0.6079841693841014,1.2571287657946275e-06,0.0006130048577418579
6.559685043448235e-08,0.0012777476759256458,0.3413476220529831,0.5638441889138298
0.004299817522325957,0.37134548185016386,4.3425120479134705e-06,0.0008730500615106061
1.9173109265051212e-07,0.00422457844573765,0.049126239981512825,0.21480287136037116
0.4572503292017536,0.9840351145705719,2.6288325401369535e-09,3.39536483571269e-05
0.008934802618148769,0.5467052964828225,1.796406770983903e-06,0.0006933488770439866
0.026679204544570664,0.7818161839292459,3.4511153545621126e-07,0.00035894151213300207
9.252663919269694e-08,0.002256470485240437,0.16331907701590584,0.39214315401058286
1.201304886831417e-07,0.001732863399070825,0.2286194559337853,0.4746735833447175
4.169969443339274e-07,0.00435377573821729,0.04573989794372649,0.20306493904510894
8.84774753828472e-08,0.0015677097945840603,0.2640355100658029,0.505939974903746
0.005567643948118678,0.43137072851938757,3.3171535378350446e-06,0.0008311559773497299
0.004797389597075239,0.3963345755512089,3.86046468468739e-06,0.0008554604444117342
0.025170338232795922,0.7717333214697298,3.7433552144605984e-07,0.0003718792040487847
0.0021536801964771248,0.23475232652177463,8.328764054761734e-06,0.0008870128476885642
9.547414478051986e-08,0.0016347983872246846,0.2493160801334857,0.4931539052504418
0.0033948858791931526,0.32018233357201,5.532817107612697e-06,0.0008958616246627223
0.0009331376935975303,0.12753128076539458,1.4964425126207232e-05,0.0008512303339303183
0.0040299357164370764,0.35690563854311386,4.6525979301764506e-06,0.0008819027400962325
0.0021041619388989744,0.23089452515979458,8.48926896141348e-06,0.0008843419114543864
0.0005003665765941098,0.08457637287348524,2.118206908926516e-05,0.0008770523759194014
0.012202123710546648,0.6215211455728252,1.1783212541064553e-06,0.0005999536331935607
0.009280017000844538,0.5559749446930682,1.7366696507914342e-06,0.0006879655966320637
0.0024353074611082777,0.25597615894845066,7.508008354516406e-06,0.0008974608085571778
0.011131585367297001,0.5998573266538405,1.3206962855026896e-06,0.0006241022415412732
0.011311640611986161,0.6036646409591407,1.2914054709203913e-06,0.0006191229291034519
9.123423478280318e-08,0.0022440796751103183,0.16505996508566392,0.3940027251523321
0.0015038036636722111,0.18086748351236015,1.1384885218036175e-05,0.0008954905012910152
0.003962825751548765,0.35321625540517776,4.7315377258377485e-06,0.0008835434246288479
0.002491777741534667,0.26009039056782146,7.360084950451605e-06,0.0008987156651306589
1.4233692424213152e-07,0.002161872616982504,0.16634257907538058,0.4045849166635049
0.012692195267600397,0.6306646603552437,1.092394298580761e-06,0.0005817600279803183
4.0251084954212473e-07,0.004436369748237605,0.043650374268734006,0.19873912027016527
0.01364604960292589,0.6472848432967149,1.0153816429303784e-06,0.0005678814343911967
6.084977935800271e-07,0.004769047645790211,0.03936604424969808,0.18273960844927312
0.005101452442702778,0.41066043015374504,3.6035961032881285e-06,0.0008433004630767972
0.0020467902254425433,0.22637385387296252,8.687530877172002e-06,0.0008811797768711454
0.006659848215167975,0.47464933451200136,2.6278552398734708e-06,0.0007770753829061798
0.0181110608259031,0.7087242192913932,6.312676817206615e-07,0.00046628205853180906
0.24627694267483935,0.9707605449122017,5.6227027664250356e-09,4.938743917737442e-05
0.0008957494701445078,0.12386130203067433,1.5593900535160237e-05,0.000855596835511379
0.005183665771665342,0.41441889332637927,3.5387700006208907e-06,0.0008399247476766097
0.0009817217118146236,0.13227569666123562,1.4784072273544059e-05,0.0008627430633101823
0.008803932813704885,0.5431064152714247,1.865212047454564e-06,0.0007039422896549738
1.010760141562213e-07,0.0014412440279284332,0.2878900754615454,0.5348887033814912
1.883030756439586e-07,0.0068995422432107005,0.017419597404523007,0.12779042779783154
0.002966417620659736,0.2929415672567175,6.293670321575726e-06,0.0009012970167685691
8.486934533443971e-08,0.0014371914694384907,0.2924541381450201,0.5326863707276701
0.003883278908511527,0.34878066172359784,4.834625745748921e-06,0.0008860121911952656
1.2203090523600502e-07,0.002487081481306543,0.1351507437149314,0.35829314141312607
7.623884680311365e-08,0.0014060195429114535,0.30326343493954516,0.5373921084630676
0.017164527576071086,0.6975533613099956,6.870347235263418e-07,0.00048309439620297727
0.005884033285338296,0.44461512695064687,3.1478154186344327e-06,0.0008227636772895721
1.7237230038830826e-07,0.0031592508763283868,0.08695162741430702,0.2877419045809957
0.016842354032529518,0.6935449131325163,7.08323269606031e-07,0.0004893076361453619
0.023450186148995605,0.7590079395499464,4.1418713922568095e-07,0.00038860875327321564
1.4475704616326323e-07,0.0026203096310563976,0.12218863588534068,0.3426935780199015
0.0018672456204679375,0.21188521053379242,9.351703359315446e-06,0.0008815130188494561
1.958987371349913e-07,0.005060430899661208,0.03377679597446848,0.17795622696689348
2.394613806877069e-07,0.004483099152659977,0.042538396786672414,0.1995931888584374
0.0059787835969952186,0.44846584760296626,2.9918645532411454e-06,0.0008056516934447861
0.0005930552695931071,0.09375755348284046,1.963591916171963e-05,0.0008510634213594439
2.821634773377911e-07,0.005599953408961368,0.025891835660515342,0.15536514654158065
0.0042245633790451015,0.36738523261348205,4.42480997494664e-06,0.0008755516954204482
0.002378304310721156,0.2517737863672875,7.667360086691784e-06,0.0008962302521113697
0.02713742698675181,0.784713643869068,3.23216971872959e-07,0.00034781896186480765
0.009736824943163339,0.5676606332809476,1.594868021438763e-06,0.0006666071886191679
0.00472839338081657,0.3929886658296001,3.919682861528908e-06,0.0008577823171130427
0.0031332467702182565,0.3038070788393891,5.974160244176641e-06,0.0008990709103128078
0.014639231121540613,0.6630786848102319,8.805155869333568e-07,0.0005346945777022759
0.00965106569599628,0.565505202415012,1.6167869120989655e-06,0.0006698529143359599
0.0008522371937760095,0.11956935845998024,1.6037321961263814e-05,0.0008516891860803359
0.06449202896065238,0.8966028140749182,7.381064071817082e-08,0.0001745375369998628
0.12182788704771189,0.942541830438193,2.1991454486116702e-08,9.680971007305217e-05
0.0034725867078880773,0.32490192816442187,5.407698722885291e-06,0.0008944757911294173
1.2746658513029237e-07,0.0016303270580361082,0.24735504209830667,0.49761242465985106
5.127416601275938e-07,0.007761452989707907,0.011487483805889308,0.09973845663134359
0.024610462011386232,0.767731438213846,4.054625865108922e-07,0.00038631674428070184
8.580200042431381e-08,0.0021890712100369916,0.17308800766981813,0.40227462233651295
0.0033344938904806792,0.3164737928201855,5.627068404422965e-06,0.0008962605831374937
0.005459310283512932,0.426682562843456,3.3316582384545146e-06,0.0008280756668176937
0.0028587594581130945,0.28575204664865056,6.508491400171311e-06,0.0009015882747155005
0.020042431340676008,0.7291568971426052,5.695496001079387e-07,0.0004483451266170086
1.1556833764204144e-07,0.0017017169771816473,0.23433140355077584,0.4806831510378167
0.020155318948369316,0.7302619918021332,5.316839493737886e-07,0.0004333867455804237
0.010726774249581338,0.5910074164894829,1.3932564411961139e-06,0.0006362306824325425
0.010209354605115488,0.5791282462152403,1.492986393716167e-06,0.000651743651392495
0.11272289529568306,0.9381569937938182,2.4989407811320146e-08,0.00010308107927992522
0.0036120350630059078,0.3332045751260699,5.20006342301287e-06,0.0008920259784862835
1.6853102201918642e-07,0.0020870659723976758,0.1759905217509326,0.41883841672833694
0.02312205884709846,0.7564246987035371,4.237003452824972e-07,0.0003924996017232573
0.029585425550473016,0.7989477470621246,2.8904204766751333e-07,0.00033125590638690105
1.3548991559450396e-07,0.0028289509355173222,0.10807258172617526,0.32030858724021494
0.07093611467821201,0.9051149716129261,5.736172888485773e-08,0.0001543288671036001
0.017769719754629192,0.7047961623553102,6.503006517038116e-07,0.00047211062096530866
1.0060712201272586e-07,0.0016564734702955578,0.24425509643280247,0.48912957821708486
0.07421416294247508,0.9089636927292553,5.5499435512364e-08,0.0001519802228075743
0.046060102700371676,0.860920165481323,1.27173206637942e-07,0.00022582885953886973
9.435590281615975e-08,0.0016245576164532806,0.2514908554659002,0.49510172037509165
1.0318098048426753e-07,0.0017812044300129304,0.2223662557182078,0.4657530630937538
0.01059681831387955,0.5880958555605417,1.4439890484324143e-06,0.000646079266230906
1.1661642795368422e-07,0.002411206395038369,0.1426507240904048,0.3682161901281827
1.2643129926688852e-07,0.0018662756905815077,0.20661599173529702,0.45112468709536463
0.0006596129244811294,0.1004002256047283,1.8339570907756073e-05,0.0008331705908400062
0.04348789458264541,0.8538932516341486,1.438216285976718e-07,0.0002394536025120711
4.2493021978473066e-05,0.040320216555622554,5.349561353400711e-05,0.0023981884970816535
8.004520353788802e-08,0.0021248568873852057,0.18309413632313923,0.4119552931398744
0.017481235552471885,0.7013804863443408,6.678486316212717e-07,0.00047745298947350656
7.350609956863394e-08,0.0022104882720594067,0.1773385972265255,0.4014875259734795
0.12950256522377718,0.9457519570379233,1.9378625103040354e-08,9.099961982936519e-05
0.008309921469733715,0.5289381284910487,1.9793364303405086e-06,0.0007145591090116312
1.023986870831763e-07,0.002330158911964673,0.15306424828641246,0.3808566564224035
0.004585129542343367,0.38591776391414256,4.057469738751739e-06,0.0008635487165914238
0.0029174859191919405,0.28969071826870296,6.391604007223681e-06,0.0009016339118868773
1.283649370871161e-07,0.0018549827748264918,0.20828883531975892,0.4535067675173078
9.68380966609872e-08,0.0016470614724643882,0.24674541833846447,0.49082360601641956
0.10103393327500439,0.9314774592004224,2.939758142958599e-08,0.00011153808652701337
0.0003971875014538513,0.07455046885256586,2.2442053369139237e-05,0.0009081865713129585
0.004639915463552678,0.3886404163921034,4.005113922833282e-06,0.0008614992462299697
0.03548985055651383,0.8266149613706961,2.03092899004885e-07,0.0002812320728965323
0.002330546688534139,0.2482206366307884,7.796334069154675e-06,0.0008944388744698986
0.09581300532505552,0.9280301948089177,3.483266398681133e-08,0.00012124714413953952
0.04480338767231674,0.8575777254764531,1.3628551554015844e-07,0.00023345403770867005
0.03092167591229259,0.8059529505299224,2.583154307442219e-07,0.00031416752879472704
0.030243881312258303,0.8024576430724929,2.6865056529915817e-07,0.00031986894184244026
0.006385132180001699,0.4643966719468973,2.8168261056549924e-06,0.0007958214358211458
0.042278096854748135,0.8503165425501598,1.4854746142569387e-07,0.00024300842244516114
9.590686983287727e-08,0.00161546685385413,0.25281737488946676,0.4969811125392499
0.008118175640367712,0.5232086005256771,2.039607549037623e-06,0.0007208805668531566
0.0013462273885437139,0.1667018399559962,1.1858673208502366e-05,0.0008749022599018393
0.0037748403940214264,0.3426402645519233,4.976762970717176e-06,0.000888754175214719
9.779718357120468e-07,0.007087293208034755,0.01552283004905086,0.1093632229303579
2.955131416025221e-07,0.008694564239846273,0.009254727812226284,0.09227552015463658
9.7971777403225e-08,0.0022665503981256275,0.1606057879094272,0.3899347904268019
8.579031715376527e-08,0.0014470355497454386,0.2899614738677857,0.5307318105889893
0.0015601640110631432,0.18583378687249763,1.0704939059420093e-05,0.0008807771606294352
0.0030372729898087373,0.2975952543558967,6.161133561874539e-06,0.0009009856505993924
0.6751303488671642,0.9891466319888704,1.2140547785820163e-09,2.3081281076214822e-05
