Solution Type,lambda,f1,f2,f3,Index in Pareto Front
Pareto Front Solution 165,0.03723665142211754,0.8356704865235358,7.065897711025209e-06,0.0012889173021258275,165
Pareto Front Solution 166,2.7003590412157655e-06,6.199819509812105e-05,0.8973931458792038,0.1504019752873331,166
Pareto Front Solution 167,0.0005153869603813064,0.03771083375552053,0.0006782642173435446,0.0005992106537091095,167
Pareto Front Solution 168,1.442318131169701e-07,2.1661106193778477e-05,0.7616995596827933,0.5616432243888376,168
Pareto Front Solution 169,0.05101038676578123,0.8788637081166341,3.9856063157942685e-06,0.0009557619068238694,169
Pareto Front Solution 170,0.0016094288265582055,0.15116714974127024,0.0003396146939381655,0.0016578069115944646,170
Pareto Front Solution 171,0.0018320947172108624,0.16927915693997742,0.0003127390612103659,0.0020398590928530974,171
Pareto Front Solution 172,4.391488677694128e-08,6.350099851760573e-05,0.3359406539966749,0.4051357989205883,172
Pareto Front Solution 173,1.9531524237826552e-07,0.00023461226043622438,0.03859994744301089,0.040801474889892234,173
Pareto Front Solution 174,0.2207595738942537,0.9840487153865475,3.29261512393898e-07,0.0001787169718474598,174
Pareto Front Solution 175,0.08413409319406506,0.9329750225988942,1.399529319854459e-06,0.0005317973392339362,175
Pareto Front Solution 176,1.8792029487630925e-07,0.0002688821205939537,0.028687751045920182,0.03548844390652247,176
Pareto Front Solution 177,5.738368361292151e-08,0.00022646564619404995,0.049561385153772605,0.10858113121804279,177
Pareto Front Solution 178,9.12655327993132e-07,8.245897885396466e-05,0.5421423883673163,0.13390255142462681,178
Pareto Front Solution 179,0.008276209541292653,0.5051299286244036,6.764183604583438e-05,0.0032422130281985337,179
Pareto Front Solution 180,0.12249150849390275,0.9551568689692044,6.412733472893434e-07,0.0003365197297369014,180
Pareto Front Solution 181,0.0022555850824288576,0.2046467116854233,0.00026026148089224586,0.002491469537102398,181
Pareto Front Solution 182,0.00205893483047895,0.18814867230531204,0.00028489506167599793,0.0023303834029230128,182
Pareto Front Solution 183,1.3024159878285936e-07,9.784914732366004e-05,0.2025935497711267,0.16119274650083773,183
Pareto Front Solution 184,2.486687515385955e-06,0.00011636988242444133,0.5741870976686823,0.04636188394367235,184
Pareto Front Solution 185,0.003220812893065336,0.2747480793443881,0.0001957785286593738,0.003168702157645437,185
Pareto Front Solution 186,0.0336556534877783,0.8197521397360389,8.451163995153353e-06,0.001410140460855131,186
Pareto Front Solution 187,1.0799163594180364e-06,2.583128605969209e-05,0.9290573145288726,0.5591048006901153,187
Pareto Front Solution 188,0.008589758880173243,0.5158765292560977,6.320328012443782e-05,0.0031573831336977605,188
Pareto Front Solution 189,2.4635729932910708e-06,0.0001052928606863026,0.6474956491222862,0.061926007009431024,189
Pareto Front Solution 190,0.00709722604513626,0.47441910092857364,7.929921667884266e-05,0.003273326028973703,190
Pareto Front Solution 191,0.008843894507453069,0.5230809813154442,6.075484493866786e-05,0.0031305998108289604,191
Pareto Front Solution 192,2.2412410608450693e-07,7.242484215437304e-05,0.35906523976490395,0.17015352457517183,192
Pareto Front Solution 193,1.6029137126502137e-07,6.143769846467946e-05,0.39527404711444647,0.2335822600580197,193
Pareto Front Solution 194,0.007789146612775466,0.4990213625672943,7.048704262123646e-05,0.003201205796307829,194
Pareto Front Solution 195,3.354684095557589e-07,5.7540702169384683e-05,0.5382472569402541,0.2304865790394097,195
Pareto Front Solution 196,0.004787265892468042,0.37303509212831504,0.0001258111657860974,0.003353904167329224,196
Pareto Front Solution 197,4.2417205080227736e-08,0.00011979600087650907,0.1584265031796826,0.25241708605907104,197
Pareto Front Solution 198,0.007516586167179508,0.4807886091761991,7.504372528267798e-05,0.0032840592114410923,198
Pareto Front Solution 199,0.09383542346078089,0.9384236370818881,1.2292151520876911e-06,0.0004886992576072508,199
Pareto Front Solution 200,0.010127335938665773,0.558919736767262,4.9795900993150985e-05,0.002939951154181836,200
Pareto Front Solution 201,4.0835607062441635e-07,5.574934802470484e-05,0.593124660088083,0.23827360005015177,201
Pareto Front Solution 202,0.007893668382786032,0.4942229737305456,6.943762979791055e-05,0.0032066773730831,202
Pareto Front Solution 203,0.0012948079991627545,0.12049982122736821,0.0003961267687188092,0.0010231964637128844,203
Pareto Front Solution 204,0.009859193134117551,0.5520023501483167,5.16697873367158e-05,0.00297247476924537,204
Pareto Front Solution 205,0.009168303559317043,0.5324294719121884,5.789799005856433e-05,0.0030911232100645373,205
